source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,3606,Dynasty Real Estate,dynasty-real-estate-3732,"Office 1104, Building Lake Central Tower, Business Bay, Marasi Drive, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/dynasty-real-estate-3732,2,2,2,26,14,5,7,English; Gujarati; Hindi,Business Bay; Downtown Dubai; Dubai Hills Estate; Dubai Investment Park (DIP); Jumeirah; Town Square,+971504567294; +971554461316,naveen@dynastyrealestate.ae; sunny@dynastyrealestate.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,13273,Keyway Real Estate,keyway-real-estate-v2-13273,"Office 115, Building 4, The Greens, Emaar Business Park, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/keyway-real-estate-v2-13273,1,1,1,31,18,13,0,English; Russian; Uzbek,Dubai Harbour; Dubai Land; Palm Jumeirah,+971543359636,akbarov@keyway.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,983,Knight Frank,knight-frank-1084,"Office 39th Floor, Building Media One Hotel, Dubai Media City, n/a, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/knight-frank-1084,2,2,2,27,25,2,0,English; Persian/Farsi,Business Bay; Dubai Land; Jumeirah; Palm Jumeirah,+971564747779; +971564722247,von.wassel@me.knightfrank.com; wayne.hempsonputt@me.knightfrank.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6371,EQT Real Estate,eqt-real-estate-6497,"Office 22, Building Tower A - 11th floor, Business Bay, OPUS TOWER, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/eqt-real-estate-6497,1,1,1,32,32,0,0,English; Russian; Ukrainian,City Walk; Jumeirah; Palm Jumeirah,+971506940378,vf@eqt.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8586,ROYAL TIARA REAL ESTATE BROKERS L.L.C,royal-tiara-real-estate-brokers-l-l-c-8712,"Office 201, Building Bay Square Building 1, Office 201, Business Bay, Bay Square, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/royal-tiara-real-estate-brokers-l-l-c-8712,1,1,1,33,32,0,1,English; Russian,Downtown Dubai; Dubai Marina; Palm Jumeirah,+971567200137,svitlana@royaltiararealestate.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9969,LUX SOLIS REAL ESTATE L.L.C,lux-solis-real-estate-l-l-c-10095,"Office Office 2303, Building 18, Business Bay, Anantara Downtown - Business Tower Business Bay, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/lux-solis-real-estate-l-l-c-10095,1,1,1,30,8,22,0,English,DIFC; Jumeirah; Maritime City,+971554244240,jade@luxsolisdubai.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12875,APRICITY REAL ESTATE L.L.C,apricity-real-estate-l-l-c-v2-12875,"Office 3204, Building Office 25, Marina Plaza, Dubai Marina, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/apricity-real-estate-l-l-c-v2-12875,2,2,2,27,27,0,0,English,Arabian Ranches; Business Bay; Downtown Dubai; Dubai Silicon Oasis; Jumeirah Islands,+971564672235; +971585514107,ollie@apricityrealestate.ae; conor@apricityrealestate.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6693,F A M Real Estate Broker - Dubai Creek Harbour,fam-properties-branch-18-6819,"Office ., Building North residences Tower 3, Dubai Creek Harbour, Dubai Creek Harbour, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-18-6819,1,1,1,31,20,9,2,Arabic; English,Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Marina,+971555508111,hamze@famproperties.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9023,SOLD OUT REAL ESTATE BROKERAGE L.L.C,sold-out-real-estate-brokerage-l-l-c-9149,"Office 2010, Building Prime Tower, Business Bay, Burj Khalifa St, Dubai, PO Box N/A",Dubai,https://www.propertyfinder.ae/en/broker/sold-out-real-estate-brokerage-l-l-c-9149,1,1,1,33,30,3,0,English; Russian,Business Bay; Dubai Creek Harbour (The Lagoons); Jumeirah Village Circle,+971524244984,info@soldoutrealestate.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,502,Highgate Homes Real Estate,highgate-homes-real-estate-592,"Office 602, Building Park Lane Tower, Business Bay, ,, Dubai, PO Box 214249",Dubai,https://www.propertyfinder.ae/en/broker/highgate-homes-real-estate-592,1,1,1,33,12,19,2,English; Punjabi; Urdu,Business Bay; Jumeirah Lake Towers; Jumeirah Park,+971555252179,yasmin@highgatedubai.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,11192,ELEVEN AND CO INTERNATIONAL REALTY L.L.C S.O.C,eleven-and-co-international-realty-l-l-c-s-o-c-11318,"Office 185, Building IDS Group, Al Karama, ., Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/eleven-and-co-international-realty-l-l-c-s-o-c-11318,2,2,2,25,6,19,0,English; French; Italian; Spanish,Al Barari; Arabian Ranches; The Sustainable City,+971585776578; +971585772253,lianne@elevenand.com; Mary@elevenand.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9854,Allsopp & Allsopp - Motor City Sales,allsopp-allsopp-motor-city-sales-9980,"Office 30th Floor, Building Control Tower, Motor City, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/allsopp-allsopp-motor-city-sales-9980,2,2,2,29,29,0,0,English,Dubai Hills Estate; Dubai Land; Tilal Al Ghaf,+971585523017; +971585094668,oliver.g@allsoppandallsopp.com; ryan.v@allsoppandallsopp.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5739,MNR Real Estate LLC,m-n-r-real-estate-5865,"Office 117, 115, & 111, Building Oasis Mall, 3rd Floor, Al Quoz, Sheikh Zayed Rd, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/m-n-r-real-estate-5865,1,1,1,33,32,1,0,English; Portuguese; Spanish,Dubai Hills Estate; Dubai Investment Park (DIP); Dubai Land,+971585803251,alexis@mnr.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6185,LUXURY BEACH FRONT REAL ESTATE L.L.C,luxury-beach-front-real-estate-l-l-c-6311,"Office JBR, Building SADAF, Jumeirah Beach Residence, SADAF, Dubai, PO Box P12A SADAF",Dubai,https://www.propertyfinder.ae/en/broker/luxury-beach-front-real-estate-l-l-c-6311,1,1,1,32,21,11,0,Bulgarian; English; Hindi; Malayalam; Tamil; Telugu,Dubai Marina; Jumeirah Beach Residence; Palm Jumeirah,+971524237946,luxurybeachfront@outlook.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9024,BESTRONG REAL ESTATE BROKERAGE L.L.C,bestrong-real-estate-brokerage-l-l-c-9150,"Office 2401, Building Al Ameri Tower, Al Barsha, ,, Dubai, PO Box ,",Dubai,https://www.propertyfinder.ae/en/broker/bestrong-real-estate-brokerage-l-l-c-9150,2,2,2,27,20,7,0,English; Hindi; Urdu,Downtown Dubai; Dubai Harbour; Dubai Hills Estate; Emirates Hills; Jumeirah Village Circle,+971585855961; +971545218521,mamoon@bestrongre.com; Wajahat@bestrongre.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6043,Fairy Homes Real Estate,fairy-homes-real-estate-6169,"Office P3 A-08, Building Tower 1, Empire Height, Business Bay, Marasi Drive, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/fairy-homes-real-estate-6169,1,1,1,31,3,27,1,English; Hindi; Urdu,Dubai Investment Park (DIP); Dubai Land; Sheikh Zayed Road,+971563144166,amuhammadazam@gmail.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5754,PSI Real Estate L.L.C,psi-real-estate-l-l-c-5880,"Office 104, Building Business Park 3, Dubai Hills Estate, -, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/psi-real-estate-l-l-c-5880,1,1,1,33,31,0,2,Arabic; English; French,Al Marjan Island; Aljada; Tilal City,+971504266758,b.mebarka@psidubai.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5943,LUXURYX AGENTS REAL ESTATE L.L.C,luxuryx-agents-real-estate-l-l-c-6069,"Office 116-119, Building GDP BLdg 6, Al Quoz, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/luxuryx-agents-real-estate-l-l-c-6069,1,1,1,31,18,13,0,English,Jumeirah Golf Estates; Palm Jumeirah; Zabeel,+971569749894,georgia@luxuryx.co,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,977,Imperial Homes Real Estate Brokers,imperial-homes-real-estate-brokers-1078,"Office 1713, Building Metropolis Tower, Business Bay, ., Dubai, PO Box 72069",Dubai,https://www.propertyfinder.ae/en/broker/imperial-homes-real-estate-brokers-1078,1,1,1,34,10,23,1,English; Hindi; Urdu,Al Furjan; Business Bay; Jumeirah Lake Towers,+971558171686,saya@imperialhomesdubai.com,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12271,PERFECT LIVING REAL ESTATE L.L.C,perfect-living-real-estate-l-l-c-12400,"Office ., Building ., Business Bay, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/perfect-living-real-estate-l-l-c-12400,1,1,1,31,5,26,0,Arabic; English,Al Barsha; Downtown Dubai; Dubai Marina,+971585210588,admin@perfectliving.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4000,Pangea Properties,pangea-properties-4126,"Office 1103, Building BLVD Plaza 1, Downtown Dubai, Sheikh Mohammed bin Rashid Blvd, Dubai, PO Box 451367",Dubai,https://www.propertyfinder.ae/en/broker/pangea-properties-4126,1,1,1,32,24,7,1,English; Persian/Farsi; Spanish,Business Bay; Dubai Land; Mohammed Bin Rashid City,+971505876004,pouya@pangeaproperties.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9197,ONE QUEST PROPERTIES L.L.C,one-quest-properties-l-l-c-9323,"Office 407, Building dubai supreme court complex, Bur Dubai, n/a, Dubai, PO Box n/a",Dubai,https://www.propertyfinder.ae/en/broker/one-quest-properties-l-l-c-9323,1,1,0,69,67,2,0,Arabic; English,Downtown Dubai; Tilal City,+971542669252,info@onequest-properties.ae,57,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7017,Tier One Properties LLC,tier-one-properties-llc-7143,"Office 204-056, Building Aspin Commercial Tower, DIFC, Sheikh Zayed Road, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/tier-one-properties-llc-7143,2,2,2,21,20,1,0,English,Al Wasl; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Jumeirah,+971585874100; +971585774996,tom@tieroneproperties.ae; dan@tieroneproperties.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10575,NOBILIA CAPITAL REAL ESTATE L.L.C,nobilia-capital-real-estate-l-l-c-10701,"Office 00000, Building 00000, Downtown Dubai, AL Fattan, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/nobilia-capital-real-estate-l-l-c-10701,1,1,1,29,14,15,0,English; Persian/Farsi,Nad Al Sheba; Zabeel,+971585645010,sama@nobiliacapital.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8314,VALUE CIRCLE PROPERTIES,value-circle-properties-8440,"Office 17g, Building silver tower, Jumeirah Lake Towers, 0, Dubai, PO Box 0",Dubai,https://www.propertyfinder.ae/en/broker/value-circle-properties-8440,1,1,1,28,2,0,26,English; Russian,Jumeirah Lake Towers; Maritime City,+971582544830,commercial@dxbcircle.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10509,F A M REAL ESTATE BROKER L.L.C,f-a-m-real-estate-broker-l-l-c-10635,,Dubai,https://www.propertyfinder.ae/en/broker/f-a-m-real-estate-broker-l-l-c-10635,1,1,1,25,20,5,0,Arabic; English,Al Wasl; Downtown Dubai; Mohammed Bin Rashid City,+971569551551,mohamad@famliving.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7166,DOM NINE PROPERTIES,dom-nine-properties-7292,"Office G07, Building Building 10, City Walk, Happiness Street, Dubai, PO Box Dubai",Dubai,https://www.propertyfinder.ae/en/broker/dom-nine-properties-7292,1,1,1,27,16,11,0,Belarusian; English; Russian,City Walk; DIFC; Jumeirah,+971503505506,Iryna@dom9.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1927,THE NOBLE HOUSE REAL ESTATE BROKER L.L.C,the-noble-house-real-estate-broker-l-l-c-2054,"Office 402, Building Onyx tower 1, The Greens, SZR Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/the-noble-house-real-estate-broker-l-l-c-2054,1,1,1,26,25,1,0,English,Mohammed Bin Rashid City; Motor City; The World Islands,+971505594916,ghazal@tnh.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10260,BLAKES REAL ESTATE L.L.C,blakes-real-estate-l-l-c-10386,"Office 1802, Building Ontario Tower, Business Bay, ., Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/blakes-real-estate-l-l-c-10386,1,1,1,29,21,7,1,Arabic; English,Business Bay; Downtown Dubai; Mohammed Bin Rashid City,+971585336828,mohammedshahin89@gmail.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4472,SB CAPITAL REAL ESTATE L.L.C,sb-capital-real-estate-l-l-c-4598,"Office 2204, Building API TRIO TOWER, Al Barsha, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/sb-capital-real-estate-l-l-c-4598,1,1,1,29,17,5,7,English; Persian/Farsi; Russian,Al Wasl; DIFC; Zabeel,+971588814799,bekhzod@sbcapital.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9853,TLOTT PROPERTIES L.L.C,tlott-properties-l-l-c-9979,"Office 2, Building 3, Business Bay, 1, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/tlott-properties-l-l-c-9979,1,1,1,29,14,15,0,English,Al Barari; Dubai Land; Jumeirah Village Circle,+971545228825,matthew@tlottproperties.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7242,SEA TO SKY PROPERTY MANAGEMENT - SOLE PROPRIETORSHIP L.L.C.,sea-to-sky-property-management-sole-proprietorship-l-l-c-7368,"Office 0, Building 0, Al Wahda, 0, Abu Dhabi, PO Box 0",Abu Dhabi,https://www.propertyfinder.ae/en/broker/sea-to-sky-property-management-sole-proprietorship-l-l-c-7368,1,1,1,26,25,1,0,English; Hindi; Malayalam,Al Shamkha; Saadiyat Island; Yas Island,+971581657642,harsha@seatoskyproperty.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6145,AG ASSETS REAL ESTATE,ag-assets-real-estate-6271,"Office 2804, Building Marina Plaza, Dubai Marina, Dubai Marina, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/ag-assets-real-estate-6271,1,1,1,26,15,7,4,English,Dubai South (Dubai World Central); Jumeirah Beach Residence; Mina Al Arab,+971505598058,angela@agassets.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8703,SURE REAL ESTATE L.L.C,sure-real-estate-l-l-c-8829,"Office Office 702, Building ,,, Barsha Heights (Tecom), Damac Executive Heights, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/sure-real-estate-l-l-c-8829,1,1,1,25,25,0,0,English; Hindi; Urdu,Al Furjan; Jebel Ali; Mohammed Bin Rashid City,+971501354757,sunielchhipa2018@gmail.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,758,Loyal Realty,loyal-realty-859,"Office 1312, Building Bayswater Tower, Business Bay, Al Abraj St., Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/loyal-realty-859,1,1,1,27,5,20,2,English; Hindi; Punjabi; Urdu,Business Bay; Mudon; Nad Al Sheba,+971551438787,faizan@loyaluae.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4368,CASABELLA LUXURY REAL ESTATE LLC,casabella-luxury-real-estate-llc-4494,"Office b2s01, Building Marina First, Dubai Marina, Marina First, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/casabella-luxury-real-estate-llc-4494,1,1,1,27,19,4,4,English; Russian,Business Bay; Dubai Marina; Jumeirah Beach Residence,+971581435518,alexandra@casabellaluxury.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,248,Gi Properties,gi-properties-324,"Office R Floor, Building Al Zarooni Business Center, Al Barsha, Sheikh Zayed Road, Dubai, PO Box 410789",Dubai,https://www.propertyfinder.ae/en/broker/gi-properties-324,1,1,1,27,25,2,0,English; Hindi; Urdu,Dubai Land; Dubai South (Dubai World Central); Mohammed Bin Rashid City,+971545156793,razy@giproperties.ae,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9903,Rhem Properties,rhem-properties-10029,"Office 408, Building The Offices, The Gardens, Ibn Battuta Gate, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/rhem-properties-10029,2,2,2,21,6,15,0,English; French; Gujarati; Hindi; Spanish,Al Furjan; Jumeirah Islands; Jumeirah Park; Palm Jumeirah,+971509187488; +971585846774,shyam@rhemproperties.com; milan@rhemproperties.com,56,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
